Nombre del Tratado,Bilateral,Lugar de Adopcion,Fecha de Adopcion,Estados-Organismos,Temas,Naturaleza del Tratado,Depositario,Suscribio Por Colombia,Vigente,Fecha Ley Aprobatoria,Numero Ley Aprobatoria,Sentencia Fecha Ley,Sentencia Numero,Decreto Fecha Diario Oficial,Decreto Numero Diario Oficial
CONVENCION DE VIENA SOBRE EL DERECHO DE LOS TRATADOS ENTRE ESTADOS Y ORGANIZACIONES INTERNACIONALES O ENTRE ORGANIZACIONES INTERNACIONALES,NO,VIENA,21/03/1986,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),NO,24/10/1997,406 DE 1997,(NO REGISTRA),C-400/1998,(NO REGISTRA),(NO REGISTRA)
TRATADO PARA EL DESARROLLO DE LAS RELACIONES COMERCIALES ENTRE EL GOBIERNO DE COLOMBIA Y EL GOBIERNO DE SUECIA,SI,LONDRES,09/03/1928,SUECIA,(NO REGISTRA),TRATADO,(NO REGISTRA),LUIS CUERVO MARQUEZ - MINISTRO PLENIPOTENCIARIO,SI,09/10/1928,58 DE 1928,10/01/1929,(NO REGISTRA),(NO REGISTRA),462 DE 1929
ACUERDO DE COMPLEMENTACION ECONOMICA N` 39 ENTRE LOS GOBIERNOS DE LAS REPUBLICAS DE COLOMBIA ECUADOR PERU Y VENEZUELA PAISES MIEMBROS DE LA COMUNIDAD ANDINA Y EL GOBIERNO DE LA REPUBLICA FEDERATIVA DE BRASIL QUINTO  PROTOCOLO ADICIONAL,NO,MONTEVIDEO,28/12/2001,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,(NO REGISTRA),TRATADO,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,ARTURO SARABIA BETTER,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO CONSTITUTIVO DE LA CORPORACION ANDINA DE FOMENTO,NO,"BOGOTA, COLOMBIA",07/02/1968,CORPORACION ANDINA DE FOMENTO-CAF,(NO REGISTRA),TRATADO,VENEZUELA,JORGE VALENCIA JARAMILLO,SI,31/12/1968,103 DE 1968,30/01/1970,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"PROTOCOLO DE INTEGRACION EDUCATIVA Y RECONOCIMIENTO DE CERTIFICADOS, TITULOS Y ESTUDIOS DE NIVEL PRIMARIO/FUNDAMENTAL/BASICO Y MEDIO/SECUNDARIO ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y ESTADOS ASOCIADOS.",NO,"ASUNCION, PARAGUAY",02/08/2010,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),TRATADO,PARAGUAY,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"AGENCIA PARA EL DESARROLLO INTERNACIONAL DE LOS ESTADOS UNIDOS, CONVENIO DE ASISTENCIA AL PAIS, CONVENIO DE ASISTENCIA DE AID NO. CAP 514-011 ENMIENDA NO. CINCO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA",SI,BOGOTA,20/05/2010,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JAIME BERMUDEZ MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),20/05/2010,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"CANJE DE NOTAS, MEDIANTE EL CUAL SE OTORGA VISA DE SERVICIO ASI COMO TAMBIEN CARNET DE IDENTIDAD EXPEDIDO POR LA DIRECCION GENERAL DE PROTOCOLO DE LA CANCILLERIA.",SI,BOGOTA,25/03/1988,ALEMANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JULIO LONDOÑO PAREDES MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),25/03/1988,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO COMPLEMENTARIO AL CONVENIO CELEBRADO ENTRE EL GOBIERNO DE COLOMBIA Y EL PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO PNUD,SI,BOGOTA,03/11/2004,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO-PNUD,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO- MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),03/11/2004,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO QUE CREA LA UNION DE PAISES EXPORTADORES DE BANANO,NO,PANAMA,17/09/1974,UNIÓN DE PAÍSES EXPORTADORES DE BANANO–UPEB,(NO REGISTRA),TRATADO,PANAMA,(NO REGISTRA),NO,03/12/1975,40 DE 1975,31/01/1976,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE SERVICIOS AEREOS ENTRE EL GOBIERNO DE SAN VICENTE Y GRANADINAS Y LA REPUBLICA DE COLOMBIA,SI,BARRANQUILLA,28/01/2022,SAN VICENTE Y LAS GRANADINAS,(NO REGISTRA),TRATADO,(NO REGISTRA),MARTA LUCIA RAMIREZ - MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO TENDIENTE A GARANTIZAR RECIPROCAMENTE A LOS ELECTORES ITALIANOS RESIDENTES EN COLOMBIA Y A LOS CIUDADANOS COLOMBIANOS RESIDENTES EN ITALIA LOS DERECHOS INHERENTES AL EJERCICIO DEL VOTO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE ITALIA,SI,BOGOTA,10/10/2002,ITALIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),10/10/2002,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE DELIMITACION DE FRONTERAS MARITIMAS ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE HAITI,SI,PORT-AU-PRINCE,17/02/1978,HAITI,(NO REGISTRA),TRATADO,(NO REGISTRA),INDALECIO LIEVANO AGUIRRE - MINISTRO DE RELACIONES EXTERIORES,SI,14/11/1978,24 DE 1978,16/02/1979,(NO REGISTRA),28/12/1979,3333 DE 1970
"ACUERDO ENTRE LOS ESTADOS PARTE DEL MERCOSUR Y LOS ESTADOS ASOCIADOS PARA EL INTERCAMBIO DE INFORMACION SOBRE LA FABRICCION Y EL TRAFICO ILICITOS DE ARMAS DE FUEGO, MUNICIONES, EXPLOSIVOS Y OTROS MATERIALES RELACIONADOS",NO,MENDOZA,20/07/2017,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),TRATADO,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO CONSTITUTIVO DE LA CORPORPORACION INTERAMERICANA DE INVENRSIONES,NO,WASHINGTON,19/11/1984,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,BANCO INTERAMERICANO DE DESARROLLO-BID,(NO REGISTRA),SI,24/01/1986,22 DE 1986,23/03/1986,(NO REGISTRA),19/02/1992,309 DE 1992
ENTENDIMIENTO DE COOPERACION EN MATERIA DE COMERCIO E INVERSIONES ENTRE LA COMUNIDADD ANDINA Y EL GOBIERNO DE CANADA,SI,"OTAWA, CANADA",31/05/1999,COMUNIDAD ANDINA-CAN,(NO REGISTRA),TRATADO,(NO REGISTRA),MARTHA LUCIA RAMIREZ - MINISTRA DE COMERCIO EXTERIOR,SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE LA DEMARCACION DE FRONTERAS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE VENEZUELA,SI,CARACAS,31/03/1932,VENEZUELA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MANUEL GUILLERMO CABRERA ENVIADO EXTRAORDINARIO Y MINISTRO PLENIPOTENCIARIO,SI,(NO REGISTRA),(NO REGISTRA),31/03/1932,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE LA DEMARCACION DE LA FRONTERA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE VENEZUELA EN EJECUCION DE LOS ARBITRAMENTOS ANTE EL REY DE ESPAÑA Y EL CONSEJO FEDERAL SUIZO,SI,CARACAS,17/12/1928,VENEZUELA,(NO REGISTRA),TRATADO,(NO REGISTRA),EDUARDO ZULETA MINISTRO PLENIPOTENCIARIO DE LA REPUBLICA DE COLOMBIA,SI,(NO REGISTRA),(NO REGISTRA),17/12/1928,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO MARCO DE COOPERACION ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y ESTADOS ASOCIADOS PARA LA CREACION DE EQUIPOS CONJUNTOS DE INVESTIGACION,NO,"SAN JUAN, ARGENTINA",02/08/2010,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),TRATADO,PARAGUAY,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE EL PROYECTO COLOMBO BRITANICO PARA EL CONTROL DE LA CONTAMINACION DE AGUAS SUBTERRANEAS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO UNIDO DE LA GRAN BRETAÑA E IRLANDA DEL NORTE,SI,LONDRES,27/09/1995,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MIGUEL RICAURTE LOMBANA - ENCARGADO DE NEGOCIOS A.I,SI,(NO REGISTRA),(NO REGISTRA),27/09/1995,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN ACUERDO SOBRE EL REGLAMENTO DE EMBAJADAS ENTRE LOS GOBIERNOS DE LA REPUBLICA DE COLOMBIA Y DE LA UNION DE REPUBLICAS SOCIALISTAS SOVIETICAS,SI,BOGOTA,29/11/1968,RUSIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ALFONSO LOPEZ MICHELSEN - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),29/11/1968,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE PROTOCOLO ADICIONAL AL ACUERDO AEREO HISPANO-COLOMBIANO SUSCRITO EL 11 DE DICIEMBRE DE 1951 ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DEL REINO DE ESPAÑA,SI,MADRID,05/09/1966,ESPAÑA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),HERNANDO SORZANO GONZALES MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),05/09/1966,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ENTENDIMIENTO RELATIVO A LA PROVISION DE PRESTAMO BLANDO REINO UNIDO A COLOMBIA,SI,BOGOTA,15/02/1988,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRO DE RELACIONES EXTERIORES - JULIO LONDOÑO PAREDES,SI,(NO REGISTRA),(NO REGISTRA),17/02/1988,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE NICARAGUA CELEBRADO EN DESARROLLO DEL ACUERDO MARCO SOBRE BANANO CON LA UNION EUROPEA RELATIVO A LA ASIGNACION DE CUOTAS,SI,BOGOTA,24/02/1995,NICARAGUA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ILEGIBLE,SI,(NO REGISTRA),(NO REGISTRA),24/02/1995,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONSTITUCION DE LA ORGANIZACION MUNDIAL DE LA SALUD EN EL MARCO DE LA CONFERENCIA INTERNACIONAL DE LA SALUD DE NACIONES UNIDAS,NO,NUEVA YORK,22/07/1946,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,CARLOS URIBE AGUIRRE,SI,(NO REGISTRA),19 DE 1959,14/05/1959,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA CONFEDERACION SUIZA PARA EL PROYECTO DE PROMOCION DE LA ENSEÑANZA LA INVESTIGACION Y LA EXTENSION EN EL PROCESAMIENTO DE SEMEN - MEJORAMIENTO ANIMAL Y ANALISIS DE FORRAJES PROSEFO,SI,BOGOTA,01/06/1990,SUIZA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CLEMENCIA FORERO UCROS - VICEMINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),01/06/1990,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO AL CONVENIO PARA LA COOPERACION EN EL MARCO DE LA CONFERENCIA IBEROAMERICANA PARA LA CONSTITUCION DE LA SECRETARIA DE COOPERACION IBEROAMERICANA,NO,LA HABANA,15/11/1999,SECRETARIA DE COOPERACION IBEROAMERICANA-SECIB,(NO REGISTRA),TRATADO,ARGENTINA,(NO REGISTRA),NO,27/12/2002,786 DE 2002,(NO REGISTRA),C-782/2003,(NO REGISTRA),(NO REGISTRA)
CONVENIO DE DONACION DE OBJETIVOS ESTRATEGICOS NO.514-008 PARA PROMOVER ALTERNATIVAS ECONOMICAS Y SOCIALES A LA PRODUCCION DE CULTIVOS ILICITOS ENMIENDA 9 ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,27/09/2004,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAMILO REYES RODRIGUEZ - VICEMINISTRO DE RELACIONES EXTERIORES ENCARGADO DE LAS FUNCIONES DEL DESPACHO DE LA MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),27/09/2004,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
MEMORANDO DE ENTENDIMIENTO SOBRE COOPERACION JUDICIAL ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE COSTA RICA,SI,BOGOTA,03/03/1992,COSTA RICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),NOEMI SANIN DE RUBIO MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),03/03/1992,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA UNION DE REPUBLICAS SOCIALISTAS SOVIETICAS SOBRE SUMINISTROS RECIPROCOS DE MERCANCIAS,SI,BOGOTA,27/04/1984,RUSIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GUSTAVO TOBON LONDOÑO,NO,(NO REGISTRA),(NO REGISTRA),27/04/1984,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION PARA EL FOMENTO DE LAS RELACIONES CULTURALES INTERAMERICANAS,NO,BUENOS AIRES,23/12/1936,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),NO,14/10/1940,22 DE 1940,28/11/1940,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ACUERDO ENTRE EL PRESIDENTE DEL COMITE DE COORDINACION NACIONAL PARA LA PREVENCION, COMBATE Y ERRADICACION DEL TRAFICO ILICITO DE ARMAS PEQUEÑAS Y LIGERAS EN TODOS SUS ASPECTOS Y EL RESPRESENTANTE DE LA OFICINA DE NACIONES UNIDAS CONTRA LA DROGA Y EL DELITO - UNODC",SI,"BOGOTA, COLOMBIA",28/06/2007,OFICINA DE NACIONES UNIDAS CONTRA LA DROGA Y EL DELITO -UNODC,(NO REGISTRA),TRATADO,(NO REGISTRA),FERNANDO ARAUJO PERDOMO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),19/07/2007,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE COOPERACION ECONOMICA INDUSTRIAL Y TECNICA ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE SUECIA,SI,BOGOTA,14/02/1984,SUECIA,(NO REGISTRA),TRATADO,(NO REGISTRA),RODRIGO LLOREDA CAICEDO - MINISTRO DE RELACIONES EXTERIORES,SI,19/09/1946,46 DE 1986,10/11/1986,(NO REGISTRA),04/06/1987,1034 DE 1987
ADDEMDUM AL CONVENIO DE FINANCIACION ENTRE LA COMUNIDAD EUROPEA Y LA REPUBLICA DE COLOMBIA DESARROLLO SERICOLA ALA 9131,SI,BRUSELAS,11/01/1996,COMUNIDAD EUROPEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ILEGIBLE,NO,(NO REGISTRA),(NO REGISTRA),11/01/1996,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE DONACION DEL OBJETIVO ESTRATEGICO NUMERO 514-009 PARA REINTEGRACION EXITOSA DE PERSONAS INTERNAMENTE DESPLAZADAS Y APOYO APOYO A OTROS GRUPOS VULNERABLES ENMIENDA NO. CINCO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,10/03/2008,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),FERNANDO ARAUJO PERDOMO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),14/03/2008,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO ADICIONAL A LA CONVENCION INTERAMERICANA SOBRE EXHORTOS O CARTAS ROGATORIAS,NO,MONTEVIDEO-URUGUAY,08/05/1979,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,22/02/1988,27 DE 1988,28/04/1995,(NO REGISTRA),10/04/2000,652 E 2000
TRATADO DE ARBITRAMENTO DE LIMITES ENTRE LOS ESTADOS UNIDOS DE COLOMBIA Y LOS ESTADOS UNIDOS DE VENEZUELA,SI,CARACAS,14/09/1881,VENEZUELA,(NO REGISTRA),TRATADO,(NO REGISTRA),JUSTO AROSEMENA MINISTRO RESIDENTE EN CARACAS,SI,29/03/1882,3 DE 1882,09/06/1882,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL CONSEJO FEDERAL SUIZO CONCERNIENTE A LA IMPORTACION Y EL RETORNO DE BIENES CULTURALES,SI,BERNA,01/02/2010,SUIZA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JAIME BERMUDEZ - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),05/08/2011,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
RESOLUCION A.315 (ES V) - ENMIENDAS A LA CONVENCION DE LA ORGANIZACION CONSULTIVA MARITIMA INTERGUBERNAMENTAL,NO,"LONDRES, REINO UNIDO",17/10/1974,ORGANIZACIÓN CONSULTIVA MARITIMA INTERNACIONAL-OCMI,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,14/05/1979,25 DE 1979,04/09/1979,(NO REGISTRA),12/05/1980,1090 DE 1980
CONVENIO SOBRE SERVICIO MILITAR ENTRE EL GOBIERNO DE COLOMBIA Y EL GOBIERNO DE SUIZA,SI,BOGOTA,27/01/1958,SUIZA,(NO REGISTRA),TRATADO,(NO REGISTRA),CARLOS SAENZ DE SANTAMARIA - MINISTRO PLENIPOTENCIARIO,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DEL PERU PARA COMBATIR EL TRAFICO DE AERONAVES PRESUNTAMENTE COMPROMETIDAS EN EL TRAFICO ILICITO DE ESTUPEFACIENTES Y DELITOS CONEXOS,SI,BOGOTA,11/10/2002,PERU,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARTA LUCIA RAMIREZ DE RINCON MINISTRA DE DEFENSA NACIONAL DE COLOMBIA,SI,(NO REGISTRA),(NO REGISTRA),11/10/2002,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GABINETE DE MINISTROS DE UCRANIA SOBRE LA ABOLICION DE REQUISITOS DE VISA PARA TITULARES DE PASAPORTES ORDINARIOS Y OTROS DOCUMENTOS DE VIAJE,SI,NUEVA YORK,24/09/2019,UCRANIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MINISTRO DE RELACIONES EXTERIORES - CARLOS HOLMES TRUJILLO GARCIA,SI,(NO REGISTRA),(NO REGISTRA),17/04/2020,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO SOBRE TRANSPORTE AEREO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DOMINICANA,SI,BOGOTA,29/11/2011,REPUBLICA DOMINICANA,(NO REGISTRA),TRATADO,(NO REGISTRA),MARIA ANGELA HOLGUIN MINISTRA DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA PORTUGUESA SOBRE ELIMINACION MUTUA DE VISAS PARA TITULARES DE PASAPORTES DIPLOMATICOS OFICIALES Y ESPECIALES,SI,BOGOTA,02/11/2011,PORTUGAL,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA ANGELA HOLGUIN MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),16/02/2013,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENMIENDA DEL ARTICULO VI Y DEL PARRAFO A DEL ARTICULO XIV DEL ESTATUTO DEL ORGANISMO INTERNACIONAL DE ENERGIA ATOMICA,NO,VIENA,01/10/1999,ORGANISMO INTERNACIONAL DE ENERGIA ATOMICA-OIEA,(NO REGISTRA),TRATADO,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),SI,16/07/2013,1671 DE 2013,07/08/2014,C-092 DE 2014,(NO REGISTRA),(NO REGISTRA)
ENMIENDAS DE 1985 AL ANEXO DEL PROTOCOLO DE 1978 RELATIVO AL CONVENIO INTERNACIONAL PARA PREVENIR LA CONTAMINACION POR LOS BUQUES 1973 (REFERENTES AL ANEXO II DEL CONVENIO INTERNACIONAL PARA PREVENIR LA CONTAMINACUION POR LOS BUQUES 1973 EN SU FORMA MODIFICADA POR EL CORRESPONDIENTE PROTOCOLO DE 1978),NO,LONDRES,05/12/1985,ORGANIZACIÓN MARITIMA INTERNACIONAL-OMI,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ORGANIZACIÓN MARITIMA INTERNACIONAL-OMI,(NO REGISTRA),SI,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO PARA LA PROMOCION TURISTICA DE AMERICA DEL SUR,NO,MONTEVIDEO,30/08/1990,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,RAUL OREJUELA BUENO,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO SOBRE ARBITRAJE CELEBRADO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DEL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,SI,BOGOTA,30/12/1908,REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE,(NO REGISTRA),TRATADO,(NO REGISTRA),FRANCISCO JOSE URRUTIA - MINISTRO DE RELACIONES EXTERIORES,SI,05/03/1909,2 DE 1909,14/07/1909,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO COLOMBO-ESTADINENSE DE PRODUCTOS AGRICOLAS,SI,BOGOTA,27/03/1963,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CORNELIO REYES,SI,(NO REGISTRA),(NO REGISTRA),27/03/1963,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE ALCANCE PARCIAL CELEBRADO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA ORIENTAL DEL URUGUAY,SI,MONTEVIDEO,19/12/1980,URUGUAY,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),LUIS CARLOS VILLEGAS - SUBSECRETARIO DE ASUNTOS ECONOMICOS,NO,(NO REGISTRA),(NO REGISTRA),01/01/1981,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
